timestamp,gesture,confidence,emotion,speech_text
2026-03-26 19:56:06,Good Night,0.91,Sad,Good Night
2026-03-26 19:56:09,Good Night,0.86,Sad,Good Night
2026-03-26 19:56:10,Good Night,0.78,Sad,Good Night
2026-03-26 19:56:12,Good Night,0.85,Sad,Good Night
2026-03-26 19:56:14,Good Night,0.85,Happy,Good Night
2026-03-26 19:56:18,Good Night,0.9,Happy,Good Night
2026-03-26 19:56:19,Good Night,0.86,Happy,Good Night
2026-03-26 19:56:23,Thank You,0.82,Sad,Thanks... I appreciate it.
2026-03-26 19:56:27,Thank You,0.74,Sad,Thanks... I appreciate it.
2026-03-26 19:56:42,Good,0.65,Sad,It's okay...
2026-03-26 19:56:44,Good,0.64,Sad,It's okay...
2026-03-26 19:56:47,Good,0.83,Sad,It's okay...
2026-03-26 19:56:49,Good,0.8,Sad,It's okay...
2026-03-26 19:56:53,Bad,0.86,Sad,That's bad...
2026-03-26 19:56:55,Bad,0.79,Sad,That's bad...
2026-03-26 19:56:57,Bad,0.81,Sad,That's bad...
2026-03-26 19:57:00,Bad,0.86,Sad,That's bad...
2026-03-26 19:57:04,Bad,0.85,Happy,Oops 😅 that's not good
2026-03-26 19:57:07,Bad,0.78,Happy,Oops 😅 that's not good
2026-03-26 19:57:15,Please,0.62,Sad,Please
2026-03-26 19:57:19,Help,0.71,Sad,Let me help you...
2026-03-26 19:57:32,Welcome,0.73,Sad,Welcome
2026-03-26 19:57:37,Please,0.81,Sad,Please
2026-03-26 19:57:39,Welcome,0.7,Sad,Welcome
2026-03-26 19:57:49,Help,0.93,Sad,Let me help you...
2026-03-26 19:57:52,Please,0.72,Sad,Please
2026-03-26 19:58:01,Good Night,0.63,Neutral,Good Night
2026-03-26 19:58:03,Help,0.81,Happy,I'm here to help 😊
2026-03-26 19:58:10,Hello,0.94,Sad,Hello... are you feeling okay?
2026-03-26 19:58:13,Hello,0.66,Happy,Hello 😊 Nice to see you!
2026-03-26 19:58:14,Hello,0.75,Neutral,Hello.
2026-03-26 19:58:16,Hello,0.87,Neutral,Hello.
2026-03-26 19:58:21,Thank You,0.87,Happy,Thank you so much 😊
2026-03-26 19:58:23,Thank You,0.96,Neutral,Thank you.
2026-03-26 19:58:27,Welcome,0.87,Neutral,Welcome
2026-03-26 19:58:29,Welcome,0.69,Neutral,Welcome
2026-03-26 19:58:32,Welcome,0.76,Neutral,Welcome
2026-03-26 19:58:34,I Love You,0.92,Sad,I love you... stay strong.
